order_date,order_no,channel,sku,product_name,series,category,qty,unit_price,revenue,channel_fee
2026-03-23,29C-260323-0029,29CM,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,1,140122,140122,37832
2026-03-23,NAV-260323-0030,네이버,RR-WRK-303,레어로우 워크 체어,워크,체어,1,286926,286926,20084
2026-03-23,CPG-260323-0031,쿠팡,RR-WRK-301,레어로우 워크 데스크 1200,워크,데스크,1,369835,369835,39942
2026-03-23,OWN-260323-0032,자사몰,RR-SYS-202,시스템000 2단 모듈,시스템000,수납,1,423300,423300,14815
2026-03-23,OWN-260323-0033,자사몰,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,325550,325550,11394
2026-03-23,CPG-260323-0034,쿠팡,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,2,383562,767124,82849
2026-03-23,NAV-260323-0035,네이버,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,391637,391637,27414
2026-03-23,OWN-260323-0036,자사몰,RR-SYS-204,시스템000 코너 모듈,시스템000,수납,1,295800,295800,10353
2026-03-23,29C-260323-0037,29CM,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,341827,341827,92293
2026-03-23,OWN-260323-0038,자사몰,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,160650,160650,5622
2026-03-23,CPG-260323-0039,쿠팡,RR-LIF-503,10 COLORS 매거진 랙,라이프스타일,수납,1,79135,79135,8546
2026-03-23,NAV-260323-0040,네이버,RR-LIF-503,10 COLORS 매거진 랙,라이프스타일,수납,2,80801,161602,11312
2026-03-23,OWN-260323-0041,자사몰,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,325550,325550,11394
2026-03-23,OWN-260323-0042,자사몰,RR-WRK-302,레어로우 워크 데스크 1500,워크,데스크,1,448800,448800,15708
2026-03-23,OWN-260323-0043,자사몰,RR-WRK-301,레어로우 워크 데스크 1200,워크,데스크,1,389300,389300,13625
2026-03-23,NAV-260323-0044,네이버,RR-SYS-204,시스템000 코너 모듈,시스템000,수납,2,286926,573852,40169
2026-03-23,CPG-260323-0045,쿠팡,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,1,176842,176842,19098
2026-03-23,OWN-260323-0046,자사몰,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,1,186150,186150,6515
2026-03-24,OHS-260324-0001,오늘의집,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,1,189873,189873,34177
2026-03-24,OWN-260324-0002,자사몰,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,160650,160650,5622
2026-03-24,OWN-260324-0003,자사몰,RR-WRK-302,레어로우 워크 데스크 1500,워크,데스크,1,448800,448800,15708
2026-03-24,29C-260324-0004,29CM,RR-SYS-202,시스템000 2단 모듈,시스템000,수납,1,444465,444465,120005
2026-03-24,OWN-260324-0005,자사몰,RR-SYS-202,시스템000 2단 모듈,시스템000,수납,1,423300,423300,14815
2026-03-24,29C-260324-0006,29CM,RR-RAK-106,레어로우 랙 와이드 셸프,랙,수납,1,504262,504262,136150
2026-03-24,CPG-260324-0007,쿠팡,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,2,152617,305234,32965
2026-03-24,CPG-260324-0008,쿠팡,RR-LIF-501,10 COLORS 미니 사이드,라이프스타일,테이블,2,111435,222870,24069
2026-03-24,29C-260324-0009,29CM,RR-LIF-502,10 COLORS 스툴,라이프스타일,체어,1,149940,149940,40483
2026-03-24,OWN-260324-0010,자사몰,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,160650,160650,5622
2026-03-24,OHS-260324-0011,오늘의집,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,411825,411825,74128
2026-03-24,OWN-260324-0012,자사몰,RR-SYS-204,시스템000 코너 모듈,시스템000,수납,1,295800,295800,10353
2026-03-24,OWN-260324-0013,자사몰,RR-SYS-205,시스템000 도어 패널,시스템000,부속,1,75650,75650,2647
2026-03-24,NAV-260324-0014,네이버,RR-SYS-203,시스템000 3단 모듈,시스템000,수납,1,575501,575501,40285
2026-03-24,OWN-260324-0015,자사몰,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,403750,403750,14131
2026-03-24,OHS-260324-0016,오늘의집,RR-LIF-501,10 COLORS 미니 사이드,라이프스타일,테이블,2,119646,239292,43072
2026-03-24,OHS-260324-0017,오늘의집,RR-SYS-205,시스템000 도어 패널,시스템000,부속,1,77163,77163,13889
2026-03-24,29C-260324-0018,29CM,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,1,195457,195457,52773
2026-03-24,29C-260324-0019,29CM,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,423937,423937,114462
2026-03-24,OWN-260324-0020,자사몰,RR-WRK-305,레어로우 워크 케이블 트레이,워크,액세서리,1,66300,66300,2320
2026-03-24,OWN-260324-0021,자사몰,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,1,186150,186150,6515
2026-03-24,NAV-260324-0022,네이버,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,391637,391637,27414
2026-03-24,OHS-260324-0023,오늘의집,RR-HOM-401,홈 시리즈 TV 보드,홈,리빙,1,605166,605166,108929
2026-03-24,NAV-260324-0024,네이버,RR-WRK-304,레어로우 워크 모니터암,워크,액세서리,1,138516,138516,9696
2026-03-24,CPG-260324-0025,쿠팡,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,2,383562,767124,82849
2026-03-24,OWN-260324-0026,자사몰,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,160650,160650,5622
2026-03-24,NAV-260324-0027,네이버,RR-LIF-501,10 COLORS 미니 사이드,라이프스타일,테이블,2,113781,227562,15929
2026-03-24,OHS-260324-0028,오늘의집,RR-LIF-501,10 COLORS 미니 사이드,라이프스타일,테이블,1,119646,119646,21536
2026-03-24,OHS-260324-0029,오늘의집,RR-SYS-202,시스템000 2단 모듈,시스템000,수납,1,431766,431766,77717
2026-03-24,29C-260324-0030,29CM,RR-WRK-301,레어로우 워크 데스크 1200,워크,데스크,2,408765,817530,220733
2026-03-24,OHS-260324-0031,오늘의집,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,163863,163863,29495
2026-03-24,OWN-260324-0032,자사몰,RR-SYS-205,시스템000 도어 패널,시스템000,부속,2,75650,151300,5295
2026-03-24,CPG-260324-0033,쿠팡,RR-SYS-205,시스템000 도어 패널,시스템000,부속,2,71867,143734,15523
2026-03-24,29C-260324-0034,29CM,RR-SYS-203,시스템000 3단 모듈,시스템000,수납,1,622965,622965,168200
2026-03-24,NAV-260324-0035,네이버,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,1,180565,180565,12639
2026-03-24,CPG-260324-0036,쿠팡,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,1,126777,126777,13691
2026-03-24,29C-260324-0037,29CM,RR-SYS-202,시스템000 2단 모듈,시스템000,수납,2,444465,888930,240011
2026-03-25,OWN-260325-0001,자사몰,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,160650,160650,5622
2026-03-25,NAV-260325-0002,네이버,RR-SYS-204,시스템000 코너 모듈,시스템000,수납,2,286926,573852,40169
2026-03-25,OWN-260325-0003,자사몰,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,1,133450,133450,4670
2026-03-25,OHS-260325-0004,오늘의집,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,3,411825,1235475,222385
2026-03-25,OHS-260325-0005,오늘의집,RR-SYS-201,시스템000 1단 모듈,시스템000,수납,1,258366,258366,46505
2026-03-25,29C-260325-0006,29CM,RR-SYS-205,시스템000 도어 패널,시스템000,부속,1,79432,79432,21446
2026-03-25,NAV-260325-0007,네이버,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,391637,391637,27414
2026-03-25,OWN-260325-0008,자사몰,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,1,133450,133450,4670
2026-03-25,NAV-260325-0009,네이버,RR-RAK-106,레어로우 랙 와이드 셸프,랙,수납,2,465842,931684,65217
2026-03-25,29C-260325-0010,29CM,RR-LIF-501,10 COLORS 미니 사이드,라이프스타일,테이블,1,123165,123165,33254
2026-03-25,29C-260325-0011,29CM,RR-LIF-502,10 COLORS 스툴,라이프스타일,체어,1,149940,149940,40483
2026-03-25,29C-260325-0012,29CM,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,341827,341827,92293
2026-03-25,OWN-260325-0013,자사몰,RR-SYS-205,시스템000 도어 패널,시스템000,부속,2,75650,151300,5295
2026-03-25,OWN-260325-0014,자사몰,RR-SYS-202,시스템000 2단 모듈,시스템000,수납,1,423300,423300,14815
2026-03-25,OWN-260325-0015,자사몰,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,403750,403750,14131
2026-03-25,NAV-260325-0016,네이버,RR-WRK-303,레어로우 워크 체어,워크,체어,1,286926,286926,20084
2026-03-25,OWN-260325-0017,자사몰,RR-WRK-304,레어로우 워크 모니터암,워크,액세서리,1,142800,142800,4998
2026-03-25,CPG-260325-0018,쿠팡,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,2,383562,767124,82849
2026-03-25,OWN-260325-0019,자사몰,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,1,133450,133450,4670
2026-03-25,OHS-260325-0020,오늘의집,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,163863,163863,29495
2026-03-25,OWN-260325-0021,자사몰,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,1,133450,133450,4670
2026-03-25,OWN-260325-0022,자사몰,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,1,186150,186150,6515
2026-03-25,OWN-260325-0023,자사몰,RR-SYS-202,시스템000 2단 모듈,시스템000,수납,3,423300,1269900,44446
2026-03-25,OWN-260325-0024,자사몰,RR-WRK-303,레어로우 워크 체어,워크,체어,1,295800,295800,10353
2026-03-25,OWN-260325-0025,자사몰,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,160650,160650,5622
2026-03-25,NAV-260325-0026,네이버,RR-SYS-205,시스템000 도어 패널,시스템000,부속,3,73380,220140,15409
2026-03-25,29C-260325-0027,29CM,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,168682,168682,45544
2026-03-25,OWN-260325-0028,자사몰,RR-RAK-106,레어로우 랙 와이드 셸프,랙,수납,1,480250,480250,16808
2026-03-25,OHS-260325-0029,오늘의집,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,1,136119,136119,24501
2026-03-25,OHS-260325-0030,오늘의집,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,3,136119,408357,73504
2026-03-25,OWN-260325-0031,자사몰,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,1,133450,133450,4670
2026-03-25,NAV-260325-0032,네이버,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,155830,155830,10908
2026-03-25,OWN-260325-0033,자사몰,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,160650,160650,5622
2026-03-25,OWN-260325-0034,자사몰,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,325550,325550,11394
2026-03-25,OWN-260325-0035,자사몰,RR-SYS-204,시스템000 코너 모듈,시스템000,수납,3,295800,887400,31059
2026-03-26,OWN-260326-0001,자사몰,RR-WRK-304,레어로우 워크 모니터암,워크,액세서리,1,142800,142800,4998
2026-03-26,CPG-260326-0002,쿠팡,RR-RAK-106,레어로우 랙 와이드 셸프,랙,수납,1,456237,456237,49273
2026-03-26,29C-260326-0003,29CM,RR-LIF-502,10 COLORS 스툴,라이프스타일,체어,1,149940,149940,40483
2026-03-26,NAV-260326-0004,네이버,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,2,155830,311660,21816
2026-03-26,OHS-260326-0005,오늘의집,RR-SYS-202,시스템000 2단 모듈,시스템000,수납,1,431766,431766,77717
2026-03-26,NAV-260326-0006,네이버,RR-LIF-502,10 COLORS 스툴,라이프스타일,체어,1,138516,138516,9696
2026-03-26,29C-260326-0007,29CM,RR-WRK-305,레어로우 워크 케이블 트레이,워크,액세서리,1,69615,69615,18796
2026-03-26,NAV-260326-0008,네이버,RR-HOM-403,홈 시리즈 행거,홈,리빙,1,179741,179741,12581
2026-03-26,NAV-260326-0009,네이버,RR-LIF-501,10 COLORS 미니 사이드,라이프스타일,테이블,1,113781,113781,7964
2026-03-26,OWN-260326-0010,자사몰,RR-HOM-402,홈 시리즈 화분 스탠드,홈,리빙,1,108800,108800,3808
2026-03-26,29C-260326-0011,29CM,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,423937,423937,114462
2026-03-26,29C-260326-0012,29CM,RR-WRK-301,레어로우 워크 데스크 1200,워크,데스크,1,408765,408765,110366
2026-03-26,OWN-260326-0013,자사몰,RR-SYS-205,시스템000 도어 패널,시스템000,부속,1,75650,75650,2647
2026-03-26,OHS-260326-0014,오늘의집,RR-WRK-304,레어로우 워크 모니터암,워크,액세서리,1,145656,145656,26218
2026-03-26,OHS-260326-0015,오늘의집,RR-LIF-503,10 COLORS 매거진 랙,라이프스타일,수납,1,84966,84966,15293
2026-03-26,OWN-260326-0016,자사몰,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,325550,325550,11394
2026-03-26,OWN-260326-0017,자사몰,RR-WRK-305,레어로우 워크 케이블 트레이,워크,액세서리,1,66300,66300,2320
2026-03-26,OWN-260326-0018,자사몰,RR-RAK-106,레어로우 랙 와이드 셸프,랙,수납,3,480250,1440750,50426
2026-03-26,OHS-260326-0019,오늘의집,RR-LIF-503,10 COLORS 매거진 랙,라이프스타일,수납,1,84966,84966,15293
2026-03-26,29C-260326-0020,29CM,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,2,168682,337364,91088
2026-03-26,29C-260326-0021,29CM,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,341827,341827,92293
2026-03-26,OHS-260326-0022,오늘의집,RR-LIF-502,10 COLORS 스툴,라이프스타일,체어,1,145656,145656,26218
2026-03-26,OWN-260326-0023,자사몰,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,325550,325550,11394
2026-03-26,OHS-260326-0024,오늘의집,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,332061,332061,59770
2026-03-26,29C-260326-0025,29CM,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,423937,423937,114462
2026-03-26,OHS-260326-0026,오늘의집,RR-SYS-204,시스템000 코너 모듈,시스템000,수납,1,301716,301716,54308
2026-03-26,OHS-260326-0027,오늘의집,RR-SYS-204,시스템000 코너 모듈,시스템000,수납,1,301716,301716,54308
2026-03-26,NAV-260326-0028,네이버,RR-SYS-204,시스템000 코너 모듈,시스템000,수납,1,286926,286926,20084
2026-03-26,OWN-260326-0029,자사몰,RR-LIF-503,10 COLORS 매거진 랙,라이프스타일,수납,2,83300,166600,5831
2026-03-26,OWN-260326-0030,자사몰,RR-SYS-201,시스템000 1단 모듈,시스템000,수납,1,253300,253300,8865
2026-03-26,OHS-260326-0031,오늘의집,RR-WRK-305,레어로우 워크 케이블 트레이,워크,액세서리,2,67626,135252,24345
2026-03-26,CPG-260326-0032,쿠팡,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,309272,309272,33401
2026-03-26,OWN-260326-0033,자사몰,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,160650,160650,5622
2026-03-26,OHS-260326-0034,오늘의집,RR-WRK-305,레어로우 워크 케이블 트레이,워크,액세서리,1,67626,67626,12172
2026-03-26,29C-260326-0035,29CM,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,2,140122,280244,75665
2026-03-26,OWN-260326-0036,자사몰,RR-HOM-401,홈 시리즈 TV 보드,홈,리빙,1,593300,593300,20765
2026-03-26,NAV-260326-0037,네이버,RR-RAK-106,레어로우 랙 와이드 셸프,랙,수납,2,465842,931684,65217
2026-03-26,OWN-260326-0038,자사몰,RR-WRK-304,레어로우 워크 모니터암,워크,액세서리,1,142800,142800,4998
2026-03-26,OWN-260326-0039,자사몰,RR-SYS-204,시스템000 코너 모듈,시스템000,수납,1,295800,295800,10353
2026-03-26,NAV-260326-0040,네이버,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,1,129446,129446,9061
2026-03-26,OWN-260326-0041,자사몰,RR-HOM-402,홈 시리즈 화분 스탠드,홈,리빙,1,108800,108800,3808
2026-03-26,OWN-260326-0042,자사몰,RR-WRK-303,레어로우 워크 체어,워크,체어,2,295800,591600,20706
2026-03-26,OWN-260326-0043,자사몰,RR-RAK-106,레어로우 랙 와이드 셸프,랙,수납,1,480250,480250,16808
2026-03-26,OHS-260326-0044,오늘의집,RR-SYS-202,시스템000 2단 모듈,시스템000,수납,1,431766,431766,77717
2026-03-27,OWN-260327-0001,자사몰,RR-SYS-204,시스템000 코너 모듈,시스템000,수납,2,295800,591600,20706
2026-03-27,OWN-260327-0002,자사몰,RR-RAK-106,레어로우 랙 와이드 셸프,랙,수납,1,480250,480250,16808
2026-03-27,OHS-260327-0003,오늘의집,RR-WRK-302,레어로우 워크 데스크 1500,워크,데스크,1,457776,457776,82399
2026-03-27,OWN-260327-0004,자사몰,RR-SYS-205,시스템000 도어 패널,시스템000,부속,1,75650,75650,2647
2026-03-27,OWN-260327-0005,자사몰,RR-SYS-205,시스템000 도어 패널,시스템000,부속,1,75650,75650,2647
2026-03-27,CPG-260327-0006,쿠팡,RR-SYS-202,시스템000 2단 모듈,시스템000,수납,2,402135,804270,86861
2026-03-27,CPG-260327-0007,쿠팡,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,1,176842,176842,19098
2026-03-27,NAV-260327-0008,네이버,RR-LIF-502,10 COLORS 스툴,라이프스타일,체어,2,138516,277032,19392
2026-03-27,NAV-260327-0009,네이버,RR-WRK-301,레어로우 워크 데스크 1200,워크,데스크,1,377621,377621,26433
2026-03-27,OWN-260327-0010,자사몰,RR-LIF-503,10 COLORS 매거진 랙,라이프스타일,수납,2,83300,166600,5831
2026-03-27,OWN-260327-0011,자사몰,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,325550,325550,11394
2026-03-27,NAV-260327-0012,네이버,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,315783,315783,22104
2026-03-27,OWN-260327-0013,자사몰,RR-WRK-304,레어로우 워크 모니터암,워크,액세서리,1,142800,142800,4998
2026-03-27,CPG-260327-0014,쿠팡,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,1,176842,176842,19098
2026-03-27,29C-260327-0015,29CM,RR-SYS-205,시스템000 도어 패널,시스템000,부속,1,79432,79432,21446
2026-03-27,OWN-260327-0016,자사몰,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,2,325550,651100,22788
2026-03-27,OWN-260327-0017,자사몰,RR-HOM-401,홈 시리즈 TV 보드,홈,리빙,1,593300,593300,20765
2026-03-27,OWN-260327-0018,자사몰,RR-SYS-205,시스템000 도어 패널,시스템000,부속,1,75650,75650,2647
2026-03-27,OWN-260327-0019,자사몰,RR-SYS-203,시스템000 3단 모듈,시스템000,수납,1,593300,593300,20765
2026-03-27,OWN-260327-0020,자사몰,RR-WRK-304,레어로우 워크 모니터암,워크,액세서리,1,142800,142800,4998
2026-03-27,OHS-260327-0021,오늘의집,RR-WRK-303,레어로우 워크 체어,워크,체어,2,301716,603432,108617
2026-03-27,29C-260327-0022,29CM,RR-WRK-303,레어로우 워크 체어,워크,체어,1,310590,310590,83859
2026-03-27,OWN-260327-0023,자사몰,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,160650,160650,5622
2026-03-27,OWN-260327-0024,자사몰,RR-WRK-305,레어로우 워크 케이블 트레이,워크,액세서리,1,66300,66300,2320
2026-03-27,OWN-260327-0025,자사몰,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,1,186150,186150,6515
2026-03-27,29C-260327-0026,29CM,RR-SYS-204,시스템000 코너 모듈,시스템000,수납,1,310590,310590,83859
2026-03-27,NAV-260327-0027,네이버,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,2,180565,361130,25279
2026-03-27,OWN-260327-0028,자사몰,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,403750,403750,14131
2026-03-27,OWN-260327-0029,자사몰,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,403750,403750,14131
2026-03-27,29C-260327-0030,29CM,RR-SYS-202,시스템000 2단 모듈,시스템000,수납,1,444465,444465,120005
2026-03-27,NAV-260327-0031,네이버,RR-SYS-201,시스템000 1단 모듈,시스템000,수납,1,245701,245701,17199
2026-03-27,OWN-260327-0032,자사몰,RR-SYS-202,시스템000 2단 모듈,시스템000,수납,1,423300,423300,14815
2026-03-27,29C-260327-0033,29CM,RR-WRK-303,레어로우 워크 체어,워크,체어,1,310590,310590,83859
2026-03-27,OHS-260327-0034,오늘의집,RR-RAK-105,레어로우 랙 미니 랙,랙,수납,1,189873,189873,34177
2026-03-27,OWN-260327-0035,자사몰,RR-SYS-203,시스템000 3단 모듈,시스템000,수납,1,593300,593300,20765
2026-03-27,OHS-260327-0036,오늘의집,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,3,163863,491589,88486
2026-03-27,CPG-260327-0037,쿠팡,RR-RAK-106,레어로우 랙 와이드 셸프,랙,수납,1,456237,456237,49273
2026-03-27,OWN-260327-0038,자사몰,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,325550,325550,11394
2026-03-27,NAV-260327-0039,네이버,RR-WRK-302,레어로우 워크 데스크 1500,워크,데스크,1,435336,435336,30473
2026-03-27,OWN-260327-0040,자사몰,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,160650,160650,5622
2026-03-27,OHS-260327-0041,오늘의집,RR-WRK-304,레어로우 워크 모니터암,워크,액세서리,1,145656,145656,26218
2026-03-27,OWN-260327-0042,자사몰,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,325550,325550,11394
2026-03-27,OWN-260327-0043,자사몰,RR-SYS-203,시스템000 3단 모듈,시스템000,수납,1,593300,593300,20765
2026-03-27,NAV-260327-0044,네이버,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,391637,391637,27414
2026-03-27,OHS-260327-0045,오늘의집,RR-SYS-202,시스템000 2단 모듈,시스템000,수납,1,431766,431766,77717
2026-03-27,29C-260327-0046,29CM,RR-WRK-301,레어로우 워크 데스크 1200,워크,데스크,1,408765,408765,110366
2026-03-27,OHS-260327-0047,오늘의집,RR-SYS-204,시스템000 코너 모듈,시스템000,수납,1,301716,301716,54308
2026-03-27,CPG-260327-0048,쿠팡,RR-RAK-103,레어로우 랙 유틸리티 랙,랙,수납,1,383562,383562,41424
2026-03-27,NAV-260327-0049,네이버,RR-WRK-301,레어로우 워크 데스크 1200,워크,데스크,2,377621,755242,52866
2026-03-27,OWN-260327-0050,자사몰,RR-HOM-403,홈 시리즈 행거,홈,리빙,1,185300,185300,6485
2026-03-27,OWN-260327-0051,자사몰,RR-HOM-401,홈 시리즈 TV 보드,홈,리빙,1,593300,593300,20765
2026-03-27,OHS-260327-0052,오늘의집,RR-RAK-102,레어로우 랙 사이드 테이블,랙,테이블,1,136119,136119,24501
2026-03-27,CPG-260327-0053,쿠팡,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,152617,152617,16482
2026-03-27,OWN-260327-0054,자사몰,RR-SYS-202,시스템000 2단 모듈,시스템000,수납,2,423300,846600,29631
2026-03-28,NAV-260328-0001,네이버,RR-HOM-401,홈 시리즈 TV 보드,홈,리빙,2,575501,1151002,80570
2026-03-28,29C-260328-0002,29CM,RR-WRK-301,레어로우 워크 데스크 1200,워크,데스크,1,408765,408765,110366
2026-03-28,OWN-260328-0003,자사몰,RR-RAK-104,레어로우 랙 행거 랙,랙,수납,1,325550,325550,11394
2026-03-28,OWN-260328-0004,자사몰,RR-RAK-101,레어로우 랙 소파 테이블,랙,테이블,1,160650,160650,5622
